task_id,generator_family,eta,eta_value,intended_atoms,realized_P_star_atoms,P_star_size,base_hash,intervened_core_hash,core_equal,intervention_family,intervention_seed,intervention_parameters,requested_scope_stratum,measured_scope_stratum,atom_Ea_json,atom_Va_json,atom_Ca_json,full_CP_star,measured_H_valid,censored,candidate_count,accepted_attempt,acceptance,rejection_reason
inflection+bound+asymptote:spline:mid:intermediate:1,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,560e68024d8fc6e7d81e43b0c88d18a45ae2d8b498f26835d8a4cc00474562d3,b757a83d8893cdae8dff5806f7f580a088360aa7b800cdebcfdd3810291ddb4d,1,c2_negative_level_excursion,1017031178,"{""amplitude"": 0.12083472633050954, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 1017031178, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.8647064952124999, ""inflection_concave_to_convex"": 0.0007322069637453692, ""lower_bound_0"": 6.729127148369793e-11}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
inflection+bound+asymptote:spline:mid:intermediate:2,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,2de96a37bcd745faed2dc7e07f23fc40eff353206b97147ff5bccf0964299f66,6f78bc4bf26801cd23e4e847ca11faed7e64a519c0c324895f93e6511f35d098,1,c2_negative_level_excursion,2484661923,"{""amplitude"": 0.12083540825618258, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 2484661923, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.5, ""inflection_concave_to_convex"": 0.0023171416122717754, ""lower_bound_0"": 0.36286001648090715}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
inflection+bound+asymptote:spline:mid:intermediate:3,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,a6628a5a1f86330152970fd339c6a667402f50204f79a66e371a06abf1cb8118,bc2a9632840c940adefa13cb03a63636eef63faad65f15556d91ab49eb42c477,1,c2_negative_level_excursion,168426574,"{""amplitude"": 0.12083599517320741, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 168426574, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 8.75651076269652e-27, ""inflection_concave_to_convex"": 0.0010927047304239463, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
inflection+bound+asymptote:spline:mid:intermediate:4,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,eeac9495d70d15e345971edbf40779e10f197a8b12b3fa4ed35019cdb08835b4,9960eb77c3175794b0a8e40da20cb23c05e850a2d81d1b7aa82691393df3543f,1,c2_negative_level_excursion,3085070956,"{""amplitude"": 0.12083691115785539, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 3085070956, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 4.021403783726543e-23, ""inflection_concave_to_convex"": 0.0007612483157525971, ""lower_bound_0"": 2.4651262192776164e-22}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
inflection+bound+asymptote:spline:mid:intermediate:5,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,9137b59fdbd2985504a251a6a8312b67ee2919ba4a53be1c08acb0b03a37af1e,d27616ab27b3faaefc52acd0370011905964f5728cfd4d8ee077006763ef22c7,1,c2_negative_level_excursion,420666751,"{""amplitude"": 0.12083678930149364, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 420666751, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 8.75651076269652e-27, ""inflection_concave_to_convex"": 0.00060299764537655, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
inflection+bound+asymptote:spline:mid:intermediate:6,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,2e2420c7592d11d30b30f307c182f2582497dd469682caf26400e93cd66d02c4,f8ce20cb5cb1256879a5cf9c85c32160389d6e92b5bbcb893f9d401efd4a2c93,1,c2_negative_level_excursion,2523720091,"{""amplitude"": 0.12083813376402373, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 2523720091, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.89027412606862, ""inflection_concave_to_convex"": 0.001540037172983341, ""lower_bound_0"": 1.4890513246702682e-09}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
inflection+bound+asymptote:spline:mid:intermediate:7,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,ab2e8322927b23f457cb77078361817c868c864547bc1ad5d70f41027c534b97,97a48e433ac8442014e1db2e5750cbe7c65be05511f7ead46a8cd7937a95d518,1,c2_negative_level_excursion,4108030246,"{""amplitude"": 0.12083545591103168, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 4108030246, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 2.3068633417465478e-20, ""inflection_concave_to_convex"": 0.0004108640232044128, ""lower_bound_0"": 1.1253364158526328e-19}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
inflection+bound+asymptote:spline:mid:intermediate:8,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,f544198b4c474b3f48e0ecc762247c6ebb26f77f9c687fee9abecc5d9f992b47,25c117900b868feecf19d6a01ddff2d7eb4654723ecaf63e3306874b2037a655,1,c2_negative_level_excursion,2013729904,"{""amplitude"": 0.12083437451041262, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 2013729904, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 8.75651076269652e-27, ""inflection_concave_to_convex"": 0.00039519740326844947, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
inflection+bound+asymptote:spline:mid:intermediate:9,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,e307551f72f8e0308683fe782f98a12bfe4dc628a5449877307f3a96d8c705c8,1bb92749e876f42cf1ad5ffe630d5871c32ca1007e00b44606f4bd2bffc91939,1,c2_negative_level_excursion,2704114951,"{""amplitude"": 0.12083400103352962, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 2704114951, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 4.1999431605729564e-21, ""inflection_concave_to_convex"": 0.0009723785617983466, ""lower_bound_0"": 2.407002986354011e-20}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
inflection+bound+asymptote:spline:mid:persistent_within_tested_domain:0,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,2d1bcca6c2537b36d5e0a00ea5f7eb73ef4702af074cd2a3964b8299442880f4,e025c6776d9ef0c3ff3798c5972f600c0abb8c8c87d346785e279d28a227a839,1,c2_negative_level_excursion,2283164633,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 2283164633, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.025478514376701292, ""inflection_concave_to_convex"": 4.687313531340177e-05, ""lower_bound_0"": 0.04993408474882199}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
inflection+bound+asymptote:spline:mid:persistent_within_tested_domain:1,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,cc07723b3087309f2585dbe0338b36680611b75ecf4eceb6effeac6631e58cff,cc3e66dde5162f165ab15c9459f4b193d2152538cfe7e2d693b17918253cb9c2,1,c2_negative_level_excursion,3240324781,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 3240324781, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 1.0639571435105967e-13, ""inflection_concave_to_convex"": 0.00014335062134035532, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
inflection+bound+asymptote:spline:mid:persistent_within_tested_domain:2,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,6bc999f07ce9ebd28a23924b1e6430fa86733c3d6ea4974f8471d848ed66326a,5adb3b43280996a3edc27a11348404e5f9aeebf1148e4aff1807bbda03abdd65,1,c2_negative_level_excursion,3213698511,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 3213698511, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.5, ""inflection_concave_to_convex"": 0.0016201211722278307, ""lower_bound_0"": 0.4815068006645668}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
inflection+bound+asymptote:spline:mid:persistent_within_tested_domain:3,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,d346cc21d3a401032f71148c023c6d6502e9c98985524d68e1c41999b9963d0c,295c5d7c00d3a40b29d09c25d71811859125c0680acac9fb87bf2a453ba91a9b,1,c2_negative_level_excursion,1954918700,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 1954918700, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 8.75651076269652e-27, ""inflection_concave_to_convex"": 0.002745085241904867, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
inflection+bound+asymptote:spline:mid:persistent_within_tested_domain:4,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,375ff0cc9fe779d34362db6a65bb4a742dc7461a88e252876a7dab1447c8f244,9563c4d146a55f334b148abe0b3a0ad51eecdd7b2634cea1cc398dd20b2157a7,1,c2_negative_level_excursion,3540036315,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 3540036315, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 8.75651076269652e-27, ""inflection_concave_to_convex"": 0.0004069761270548542, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
inflection+bound+asymptote:spline:mid:persistent_within_tested_domain:5,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,e1f92a4976a29591751c9d94190e8a8797f68e5faab6869142b4b07760ff82f3,4618a9f537accb9f03712458c749ea42873a07539aeb17ec508afc4fe38974ee,1,c2_negative_level_excursion,2485304270,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 2485304270, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.5, ""inflection_concave_to_convex"": 0.010562372388577688, ""lower_bound_0"": 0.15503053832842265}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
inflection+bound+asymptote:spline:mid:persistent_within_tested_domain:6,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,5ac882569bfd706f07354dc52e1d2ccafd132c9e0948001f52f17810fa492d8c,b0c24815f6098805ae3d63b79ac6ad97dbb6dbfbe1fdf5061b56a3aeec5925f7,1,c2_negative_level_excursion,2491966623,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 2491966623, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 1.7170671101537186e-18, ""inflection_concave_to_convex"": 0.000344124163480231, ""lower_bound_0"": 7.240936600223718e-18}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
inflection+bound+asymptote:spline:mid:persistent_within_tested_domain:7,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,3901f3987e8ea9728c117631eec4ac1fc626d335c694e687b613e8cde12a046a,ac5d9e20dee19e69c6ba8156245eecc5e7dae55e11f8350b7009b48b4f74d295,1,c2_negative_level_excursion,1787725632,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 1787725632, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.8379822684373402, ""inflection_concave_to_convex"": 0.0006546379338400125, ""lower_bound_0"": 2.8341698397993745e-11}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
inflection+bound+asymptote:spline:mid:persistent_within_tested_domain:8,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,08bfcc53a53936f538f86c383c4300bb1bba7d68ac6f9e7251acad25a85f87be,b05187f84b7d37ddf7c2b2bad5084cc73e8d9d8674a0e2adac3266757df4506a,1,c2_negative_level_excursion,1599957400,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 1599957400, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.07222167166023005, ""inflection_concave_to_convex"": 6.1026860880391206e-05, ""lower_bound_0"": 1.8800872768297234e-21}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
inflection+bound+asymptote:spline:mid:persistent_within_tested_domain:9,spline,mid,0.5,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,f2806ac8ceca42a647304ff04985e1c0fc8b71e1a68d99d79359ca42026278d3,4513bfaed2f72df519c46549f65ece2c1ad23b45de7779b1b00080f9e7de5e03,1,c2_negative_level_excursion,3695142155,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 3695142155, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 1.0942046736492728e-25, ""inflection_concave_to_convex"": 0.0044597496973032775, ""lower_bound_0"": 9.22498370877361e-25}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
inflection+bound+asymptote:spline:high:limited:0,spline,high,0.8,inflection_concave_to_convex|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,4a0ff8b9027e21bcf5ecf788707942a0483df4cb627db46665fd4ffd7bca06fe,50da6b0120606ab89a10d1b7694ad679cb22b3c803d203b05f753bd1277d0c53,1,c2_negative_level_excursion,2060095955,"{""amplitude"": 0.20909675539220735, ""family"": ""c2_negative_level_excursion"", ""onset"": 0.8099999999999999, ""seed"": 2060095955, ""width"": 0.040000000000000036}",limited,limited,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.5, ""inflection_concave_to_convex"": 8.549117614383044e-05, ""lower_bound_0"": 0.5}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}",0|0|0|0|0,0.8,0,15,1,accepted,
