task_id,field,generator,draw,baseline_specification_state,sign,epsilon_break,break_status,epsilon_CW,CW_status,delta_epsilon_CW
turning_location:basis:21,turning_location,basis,21,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:basis:21,turning_location,basis,21,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:basis:21,turning_location,basis,21,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:basis:22,turning_location,basis,22,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:22,turning_location,basis,22,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:basis:22,turning_location,basis,22,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:22,turning_location,basis,22,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:basis:22,turning_location,basis,22,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:basis:22,turning_location,basis,22,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:basis:23,turning_location,basis,23,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:23,turning_location,basis,23,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:basis:23,turning_location,basis,23,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:23,turning_location,basis,23,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:basis:23,turning_location,basis,23,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:basis:23,turning_location,basis,23,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:basis:24,turning_location,basis,24,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:24,turning_location,basis,24,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:basis:24,turning_location,basis,24,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:24,turning_location,basis,24,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:basis:24,turning_location,basis,24,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:basis:24,turning_location,basis,24,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:basis:25,turning_location,basis,25,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:25,turning_location,basis,25,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:basis:25,turning_location,basis,25,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:25,turning_location,basis,25,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:basis:25,turning_location,basis,25,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:basis:25,turning_location,basis,25,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:basis:26,turning_location,basis,26,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:26,turning_location,basis,26,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:basis:26,turning_location,basis,26,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:26,turning_location,basis,26,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:basis:26,turning_location,basis,26,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:basis:26,turning_location,basis,26,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:basis:27,turning_location,basis,27,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:27,turning_location,basis,27,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:basis:27,turning_location,basis,27,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:27,turning_location,basis,27,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:basis:27,turning_location,basis,27,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:basis:27,turning_location,basis,27,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:basis:28,turning_location,basis,28,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:28,turning_location,basis,28,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:basis:28,turning_location,basis,28,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:28,turning_location,basis,28,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:basis:28,turning_location,basis,28,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:basis:28,turning_location,basis,28,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:basis:29,turning_location,basis,29,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:29,turning_location,basis,29,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:basis:29,turning_location,basis,29,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:basis:29,turning_location,basis,29,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:basis:29,turning_location,basis,29,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:basis:29,turning_location,basis,29,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:0,turning_location,ode,0,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:0,turning_location,ode,0,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:0,turning_location,ode,0,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:0,turning_location,ode,0,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:0,turning_location,ode,0,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:0,turning_location,ode,0,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:1,turning_location,ode,1,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:1,turning_location,ode,1,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:1,turning_location,ode,1,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:1,turning_location,ode,1,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:1,turning_location,ode,1,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:1,turning_location,ode,1,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:2,turning_location,ode,2,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:2,turning_location,ode,2,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:2,turning_location,ode,2,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:2,turning_location,ode,2,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:2,turning_location,ode,2,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:2,turning_location,ode,2,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:3,turning_location,ode,3,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:3,turning_location,ode,3,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:3,turning_location,ode,3,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:3,turning_location,ode,3,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:3,turning_location,ode,3,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:3,turning_location,ode,3,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:4,turning_location,ode,4,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:4,turning_location,ode,4,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:4,turning_location,ode,4,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:4,turning_location,ode,4,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:4,turning_location,ode,4,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:4,turning_location,ode,4,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:5,turning_location,ode,5,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:5,turning_location,ode,5,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:5,turning_location,ode,5,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:5,turning_location,ode,5,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:5,turning_location,ode,5,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:5,turning_location,ode,5,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:6,turning_location,ode,6,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:6,turning_location,ode,6,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:6,turning_location,ode,6,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:6,turning_location,ode,6,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:6,turning_location,ode,6,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:6,turning_location,ode,6,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:7,turning_location,ode,7,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:7,turning_location,ode,7,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:7,turning_location,ode,7,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:7,turning_location,ode,7,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:7,turning_location,ode,7,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:7,turning_location,ode,7,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:8,turning_location,ode,8,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:8,turning_location,ode,8,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:8,turning_location,ode,8,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:8,turning_location,ode,8,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:8,turning_location,ode,8,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:8,turning_location,ode,8,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:9,turning_location,ode,9,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:9,turning_location,ode,9,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:9,turning_location,ode,9,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:9,turning_location,ode,9,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:9,turning_location,ode,9,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:9,turning_location,ode,9,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:10,turning_location,ode,10,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:10,turning_location,ode,10,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:10,turning_location,ode,10,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:10,turning_location,ode,10,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:10,turning_location,ode,10,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:10,turning_location,ode,10,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:11,turning_location,ode,11,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:11,turning_location,ode,11,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:11,turning_location,ode,11,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:11,turning_location,ode,11,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:11,turning_location,ode,11,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:11,turning_location,ode,11,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:12,turning_location,ode,12,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:12,turning_location,ode,12,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:12,turning_location,ode,12,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:12,turning_location,ode,12,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:12,turning_location,ode,12,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:12,turning_location,ode,12,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:13,turning_location,ode,13,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:13,turning_location,ode,13,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:13,turning_location,ode,13,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:13,turning_location,ode,13,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:13,turning_location,ode,13,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:13,turning_location,ode,13,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:14,turning_location,ode,14,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:14,turning_location,ode,14,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:14,turning_location,ode,14,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:14,turning_location,ode,14,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:14,turning_location,ode,14,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:14,turning_location,ode,14,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:15,turning_location,ode,15,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:15,turning_location,ode,15,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:15,turning_location,ode,15,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:15,turning_location,ode,15,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:15,turning_location,ode,15,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:15,turning_location,ode,15,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:16,turning_location,ode,16,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:16,turning_location,ode,16,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:16,turning_location,ode,16,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:16,turning_location,ode,16,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:16,turning_location,ode,16,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:16,turning_location,ode,16,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:17,turning_location,ode,17,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:17,turning_location,ode,17,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:17,turning_location,ode,17,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:17,turning_location,ode,17,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:17,turning_location,ode,17,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:17,turning_location,ode,17,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:18,turning_location,ode,18,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:18,turning_location,ode,18,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:18,turning_location,ode,18,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:18,turning_location,ode,18,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:18,turning_location,ode,18,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:18,turning_location,ode,18,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:19,turning_location,ode,19,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:19,turning_location,ode,19,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:19,turning_location,ode,19,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:19,turning_location,ode,19,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:19,turning_location,ode,19,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:19,turning_location,ode,19,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:20,turning_location,ode,20,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:20,turning_location,ode,20,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:20,turning_location,ode,20,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:20,turning_location,ode,20,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:20,turning_location,ode,20,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:20,turning_location,ode,20,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:21,turning_location,ode,21,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:21,turning_location,ode,21,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:21,turning_location,ode,21,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:21,turning_location,ode,21,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:21,turning_location,ode,21,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:21,turning_location,ode,21,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:22,turning_location,ode,22,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:22,turning_location,ode,22,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:22,turning_location,ode,22,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:22,turning_location,ode,22,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:22,turning_location,ode,22,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:22,turning_location,ode,22,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:23,turning_location,ode,23,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:23,turning_location,ode,23,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:23,turning_location,ode,23,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:23,turning_location,ode,23,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:23,turning_location,ode,23,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:23,turning_location,ode,23,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:24,turning_location,ode,24,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:24,turning_location,ode,24,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:24,turning_location,ode,24,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:24,turning_location,ode,24,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:24,turning_location,ode,24,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:24,turning_location,ode,24,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:25,turning_location,ode,25,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:25,turning_location,ode,25,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:25,turning_location,ode,25,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:25,turning_location,ode,25,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:25,turning_location,ode,25,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:25,turning_location,ode,25,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:26,turning_location,ode,26,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:26,turning_location,ode,26,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:26,turning_location,ode,26,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:26,turning_location,ode,26,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:26,turning_location,ode,26,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:26,turning_location,ode,26,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:27,turning_location,ode,27,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:27,turning_location,ode,27,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:27,turning_location,ode,27,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:27,turning_location,ode,27,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:27,turning_location,ode,27,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:27,turning_location,ode,27,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:28,turning_location,ode,28,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:28,turning_location,ode,28,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:28,turning_location,ode,28,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:28,turning_location,ode,28,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:28,turning_location,ode,28,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:28,turning_location,ode,28,r0=+0.8,1,0.05,observed,0.05,observed,0.0
turning_location:ode:29,turning_location,ode,29,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:29,turning_location,ode,29,r0=-0.8,1,0.025,observed,0.025,observed,0.0
turning_location:ode:29,turning_location,ode,29,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
turning_location:ode:29,turning_location,ode,29,r0=+0.0,1,0.05,observed,0.05,observed,0.0
turning_location:ode:29,turning_location,ode,29,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
turning_location:ode:29,turning_location,ode,29,r0=+0.8,1,0.05,observed,0.05,observed,0.0
lower_bound_level:spline:0,lower_bound_level,spline,0,m0=0.005,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:0,lower_bound_level,spline,0,m0=0.005,1,0.025,observed,0.025,observed,0.0
lower_bound_level:spline:0,lower_bound_level,spline,0,m0=0.035,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:0,lower_bound_level,spline,0,m0=0.035,1,0.05,observed,0.05,observed,0.0
lower_bound_level:spline:0,lower_bound_level,spline,0,m0=0.075,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:0,lower_bound_level,spline,0,m0=0.075,1,0.1,observed,0.1,observed,0.0
lower_bound_level:spline:1,lower_bound_level,spline,1,m0=0.005,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:1,lower_bound_level,spline,1,m0=0.005,1,0.025,observed,0.025,observed,0.0
lower_bound_level:spline:1,lower_bound_level,spline,1,m0=0.035,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:1,lower_bound_level,spline,1,m0=0.035,1,0.05,observed,0.05,observed,0.0
lower_bound_level:spline:1,lower_bound_level,spline,1,m0=0.075,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:1,lower_bound_level,spline,1,m0=0.075,1,0.1,observed,0.1,observed,0.0
lower_bound_level:spline:2,lower_bound_level,spline,2,m0=0.005,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:2,lower_bound_level,spline,2,m0=0.005,1,0.025,observed,0.025,observed,0.0
lower_bound_level:spline:2,lower_bound_level,spline,2,m0=0.035,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:2,lower_bound_level,spline,2,m0=0.035,1,0.05,observed,0.05,observed,0.0
lower_bound_level:spline:2,lower_bound_level,spline,2,m0=0.075,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:2,lower_bound_level,spline,2,m0=0.075,1,0.1,observed,0.1,observed,0.0
lower_bound_level:spline:3,lower_bound_level,spline,3,m0=0.005,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:3,lower_bound_level,spline,3,m0=0.005,1,0.025,observed,0.025,observed,0.0
lower_bound_level:spline:3,lower_bound_level,spline,3,m0=0.035,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:3,lower_bound_level,spline,3,m0=0.035,1,0.05,observed,0.05,observed,0.0
lower_bound_level:spline:3,lower_bound_level,spline,3,m0=0.075,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:3,lower_bound_level,spline,3,m0=0.075,1,0.1,observed,0.1,observed,0.0
lower_bound_level:spline:4,lower_bound_level,spline,4,m0=0.005,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:4,lower_bound_level,spline,4,m0=0.005,1,0.025,observed,0.025,observed,0.0
lower_bound_level:spline:4,lower_bound_level,spline,4,m0=0.035,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:4,lower_bound_level,spline,4,m0=0.035,1,0.05,observed,0.05,observed,0.0
lower_bound_level:spline:4,lower_bound_level,spline,4,m0=0.075,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:4,lower_bound_level,spline,4,m0=0.075,1,0.1,observed,0.1,observed,0.0
lower_bound_level:spline:5,lower_bound_level,spline,5,m0=0.005,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:5,lower_bound_level,spline,5,m0=0.005,1,0.025,observed,0.025,observed,0.0
lower_bound_level:spline:5,lower_bound_level,spline,5,m0=0.035,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:5,lower_bound_level,spline,5,m0=0.035,1,0.05,observed,0.05,observed,0.0
lower_bound_level:spline:5,lower_bound_level,spline,5,m0=0.075,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:5,lower_bound_level,spline,5,m0=0.075,1,0.1,observed,0.1,observed,0.0
lower_bound_level:spline:6,lower_bound_level,spline,6,m0=0.005,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:6,lower_bound_level,spline,6,m0=0.005,1,0.025,observed,0.025,observed,0.0
lower_bound_level:spline:6,lower_bound_level,spline,6,m0=0.035,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:6,lower_bound_level,spline,6,m0=0.035,1,0.05,observed,0.05,observed,0.0
lower_bound_level:spline:6,lower_bound_level,spline,6,m0=0.075,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:6,lower_bound_level,spline,6,m0=0.075,1,0.1,observed,0.1,observed,0.0
lower_bound_level:spline:7,lower_bound_level,spline,7,m0=0.005,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:7,lower_bound_level,spline,7,m0=0.005,1,0.025,observed,0.025,observed,0.0
lower_bound_level:spline:7,lower_bound_level,spline,7,m0=0.035,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:7,lower_bound_level,spline,7,m0=0.035,1,0.05,observed,0.05,observed,0.0
lower_bound_level:spline:7,lower_bound_level,spline,7,m0=0.075,-1,nan,right_censored,nan,not_at_risk,nan
lower_bound_level:spline:7,lower_bound_level,spline,7,m0=0.075,1,0.1,observed,0.1,observed,0.0
lower_bound_level:spline:8,lower_bound_level,spline,8,m0=0.005,-1,nan,right_censored,nan,not_at_risk,nan
