task_id,first_interval_valid,event_preboundary,contiguous_nonincreasing,expected_scope_bracket,clean_oracle_only
regime:medium:basis:18,True,True,True,True,True
regime:medium:basis:19,True,True,True,True,True
regime:medium:basis:20,True,True,True,True,True
regime:medium:basis:21,True,True,True,True,True
regime:medium:basis:22,True,True,True,True,True
regime:medium:basis:23,True,True,True,True,True
regime:medium:basis:24,True,True,True,True,True
regime:medium:basis:25,True,True,True,True,True
regime:medium:basis:26,True,True,True,True,True
regime:medium:basis:27,True,True,True,True,True
regime:medium:basis:28,True,True,True,True,True
regime:medium:basis:29,True,True,True,True,True
regime:medium:ode:0,True,True,True,True,True
regime:medium:ode:1,True,True,True,True,True
regime:medium:ode:2,True,True,True,True,True
regime:medium:ode:3,True,True,True,True,True
regime:medium:ode:4,True,True,True,True,True
regime:medium:ode:5,True,True,True,True,True
regime:medium:ode:6,True,True,True,True,True
regime:medium:ode:7,True,True,True,True,True
regime:medium:ode:8,True,True,True,True,True
regime:medium:ode:9,True,True,True,True,True
regime:medium:ode:10,True,True,True,True,True
regime:medium:ode:11,True,True,True,True,True
regime:medium:ode:12,True,True,True,True,True
regime:medium:ode:13,True,True,True,True,True
regime:medium:ode:14,True,True,True,True,True
regime:medium:ode:15,True,True,True,True,True
regime:medium:ode:16,True,True,True,True,True
regime:medium:ode:17,True,True,True,True,True
regime:medium:ode:18,True,True,True,True,True
regime:medium:ode:19,True,True,True,True,True
regime:medium:ode:20,True,True,True,True,True
regime:medium:ode:21,True,True,True,True,True
regime:medium:ode:22,True,True,True,True,True
regime:medium:ode:23,True,True,True,True,True
regime:medium:ode:24,True,True,True,True,True
regime:medium:ode:25,True,True,True,True,True
regime:medium:ode:26,True,True,True,True,True
regime:medium:ode:27,True,True,True,True,True
regime:medium:ode:28,True,True,True,True,True
regime:medium:ode:29,True,True,True,True,True
regime:persistent_within_domain:spline:0,True,True,True,True,True
regime:persistent_within_domain:spline:1,True,True,True,True,True
regime:persistent_within_domain:spline:2,True,True,True,True,True
regime:persistent_within_domain:spline:3,True,True,True,True,True
regime:persistent_within_domain:spline:4,True,True,True,True,True
regime:persistent_within_domain:spline:5,True,True,True,True,True
regime:persistent_within_domain:spline:6,True,True,True,True,True
regime:persistent_within_domain:spline:7,True,True,True,True,True
regime:persistent_within_domain:spline:8,True,True,True,True,True
regime:persistent_within_domain:spline:9,True,True,True,True,True
regime:persistent_within_domain:spline:10,True,True,True,True,True
regime:persistent_within_domain:spline:11,True,True,True,True,True
regime:persistent_within_domain:spline:12,True,True,True,True,True
regime:persistent_within_domain:spline:13,True,True,True,True,True
regime:persistent_within_domain:spline:14,True,True,True,True,True
regime:persistent_within_domain:spline:15,True,True,True,True,True
regime:persistent_within_domain:spline:16,True,True,True,True,True
regime:persistent_within_domain:spline:17,True,True,True,True,True
regime:persistent_within_domain:spline:18,True,True,True,True,True
regime:persistent_within_domain:spline:19,True,True,True,True,True
regime:persistent_within_domain:spline:20,True,True,True,True,True
regime:persistent_within_domain:spline:21,True,True,True,True,True
regime:persistent_within_domain:spline:22,True,True,True,True,True
regime:persistent_within_domain:spline:23,True,True,True,True,True
regime:persistent_within_domain:spline:24,True,True,True,True,True
regime:persistent_within_domain:spline:25,True,True,True,True,True
regime:persistent_within_domain:spline:26,True,True,True,True,True
regime:persistent_within_domain:spline:27,True,True,True,True,True
regime:persistent_within_domain:spline:28,True,True,True,True,True
regime:persistent_within_domain:spline:29,True,True,True,True,True
regime:persistent_within_domain:basis:0,True,True,True,True,True
regime:persistent_within_domain:basis:1,True,True,True,True,True
regime:persistent_within_domain:basis:2,True,True,True,True,True
regime:persistent_within_domain:basis:3,True,True,True,True,True
regime:persistent_within_domain:basis:4,True,True,True,True,True
regime:persistent_within_domain:basis:5,True,True,True,True,True
regime:persistent_within_domain:basis:6,True,True,True,True,True
regime:persistent_within_domain:basis:7,True,True,True,True,True
regime:persistent_within_domain:basis:8,True,True,True,True,True
regime:persistent_within_domain:basis:9,True,True,True,True,True
regime:persistent_within_domain:basis:10,True,True,True,True,True
regime:persistent_within_domain:basis:11,True,True,True,True,True
regime:persistent_within_domain:basis:12,True,True,True,True,True
regime:persistent_within_domain:basis:13,True,True,True,True,True
regime:persistent_within_domain:basis:14,True,True,True,True,True
regime:persistent_within_domain:basis:15,True,True,True,True,True
regime:persistent_within_domain:basis:16,True,True,True,True,True
regime:persistent_within_domain:basis:17,True,True,True,True,True
regime:persistent_within_domain:basis:18,True,True,True,True,True
regime:persistent_within_domain:basis:19,True,True,True,True,True
regime:persistent_within_domain:basis:20,True,True,True,True,True
regime:persistent_within_domain:basis:21,True,True,True,True,True
regime:persistent_within_domain:basis:22,True,True,True,True,True
regime:persistent_within_domain:basis:23,True,True,True,True,True
regime:persistent_within_domain:basis:24,True,True,True,True,True
regime:persistent_within_domain:basis:25,True,True,True,True,True
regime:persistent_within_domain:basis:26,True,True,True,True,True
regime:persistent_within_domain:basis:27,True,True,True,True,True
regime:persistent_within_domain:basis:28,True,True,True,True,True
regime:persistent_within_domain:basis:29,True,True,True,True,True
regime:persistent_within_domain:ode:0,True,True,True,True,True
regime:persistent_within_domain:ode:1,True,True,True,True,True
regime:persistent_within_domain:ode:2,True,True,True,True,True
regime:persistent_within_domain:ode:3,True,True,True,True,True
regime:persistent_within_domain:ode:4,True,True,True,True,True
regime:persistent_within_domain:ode:5,True,True,True,True,True
regime:persistent_within_domain:ode:6,True,True,True,True,True
regime:persistent_within_domain:ode:7,True,True,True,True,True
regime:persistent_within_domain:ode:8,True,True,True,True,True
regime:persistent_within_domain:ode:9,True,True,True,True,True
regime:persistent_within_domain:ode:10,True,True,True,True,True
regime:persistent_within_domain:ode:11,True,True,True,True,True
regime:persistent_within_domain:ode:12,True,True,True,True,True
regime:persistent_within_domain:ode:13,True,True,True,True,True
regime:persistent_within_domain:ode:14,True,True,True,True,True
regime:persistent_within_domain:ode:15,True,True,True,True,True
regime:persistent_within_domain:ode:16,True,True,True,True,True
regime:persistent_within_domain:ode:17,True,True,True,True,True
regime:persistent_within_domain:ode:18,True,True,True,True,True
regime:persistent_within_domain:ode:19,True,True,True,True,True
regime:persistent_within_domain:ode:20,True,True,True,True,True
regime:persistent_within_domain:ode:21,True,True,True,True,True
regime:persistent_within_domain:ode:22,True,True,True,True,True
regime:persistent_within_domain:ode:23,True,True,True,True,True
regime:persistent_within_domain:ode:24,True,True,True,True,True
regime:persistent_within_domain:ode:25,True,True,True,True,True
regime:persistent_within_domain:ode:26,True,True,True,True,True
regime:persistent_within_domain:ode:27,True,True,True,True,True
regime:persistent_within_domain:ode:28,True,True,True,True,True
regime:persistent_within_domain:ode:29,True,True,True,True,True
bound:local:spline:0,True,True,True,True,True
bound:local:spline:1,True,True,True,True,True
bound:local:spline:2,True,True,True,True,True
bound:local:spline:3,True,True,True,True,True
bound:local:spline:4,True,True,True,True,True
bound:local:spline:5,True,True,True,True,True
bound:local:spline:6,True,True,True,True,True
bound:local:spline:7,True,True,True,True,True
bound:local:spline:8,True,True,True,True,True
bound:local:spline:9,True,True,True,True,True
bound:local:spline:10,True,True,True,True,True
bound:local:spline:11,True,True,True,True,True
bound:local:spline:12,True,True,True,True,True
bound:local:spline:13,True,True,True,True,True
bound:local:spline:14,True,True,True,True,True
bound:local:spline:15,True,True,True,True,True
bound:local:spline:16,True,True,True,True,True
bound:local:spline:17,True,True,True,True,True
bound:local:spline:18,True,True,True,True,True
bound:local:spline:19,True,True,True,True,True
bound:local:spline:20,True,True,True,True,True
bound:local:spline:21,True,True,True,True,True
bound:local:spline:22,True,True,True,True,True
bound:local:spline:23,True,True,True,True,True
bound:local:spline:24,True,True,True,True,True
bound:local:spline:25,True,True,True,True,True
bound:local:spline:26,True,True,True,True,True
bound:local:spline:27,True,True,True,True,True
bound:local:spline:28,True,True,True,True,True
bound:local:spline:29,True,True,True,True,True
bound:local:basis:0,True,True,True,True,True
bound:local:basis:1,True,True,True,True,True
bound:local:basis:2,True,True,True,True,True
bound:local:basis:3,True,True,True,True,True
bound:local:basis:4,True,True,True,True,True
bound:local:basis:5,True,True,True,True,True
bound:local:basis:6,True,True,True,True,True
bound:local:basis:7,True,True,True,True,True
bound:local:basis:8,True,True,True,True,True
bound:local:basis:9,True,True,True,True,True
bound:local:basis:10,True,True,True,True,True
bound:local:basis:11,True,True,True,True,True
bound:local:basis:12,True,True,True,True,True
bound:local:basis:13,True,True,True,True,True
bound:local:basis:14,True,True,True,True,True
bound:local:basis:15,True,True,True,True,True
bound:local:basis:16,True,True,True,True,True
bound:local:basis:17,True,True,True,True,True
bound:local:basis:18,True,True,True,True,True
bound:local:basis:19,True,True,True,True,True
bound:local:basis:20,True,True,True,True,True
bound:local:basis:21,True,True,True,True,True
bound:local:basis:22,True,True,True,True,True
bound:local:basis:23,True,True,True,True,True
bound:local:basis:24,True,True,True,True,True
bound:local:basis:25,True,True,True,True,True
bound:local:basis:26,True,True,True,True,True
bound:local:basis:27,True,True,True,True,True
bound:local:basis:28,True,True,True,True,True
bound:local:basis:29,True,True,True,True,True
bound:local:ode:0,True,True,True,True,True
bound:local:ode:1,True,True,True,True,True
bound:local:ode:2,True,True,True,True,True
bound:local:ode:3,True,True,True,True,True
bound:local:ode:4,True,True,True,True,True
bound:local:ode:5,True,True,True,True,True
bound:local:ode:6,True,True,True,True,True
bound:local:ode:7,True,True,True,True,True
bound:local:ode:8,True,True,True,True,True
bound:local:ode:9,True,True,True,True,True
bound:local:ode:10,True,True,True,True,True
bound:local:ode:11,True,True,True,True,True
bound:local:ode:12,True,True,True,True,True
bound:local:ode:13,True,True,True,True,True
bound:local:ode:14,True,True,True,True,True
bound:local:ode:15,True,True,True,True,True
bound:local:ode:16,True,True,True,True,True
bound:local:ode:17,True,True,True,True,True
bound:local:ode:18,True,True,True,True,True
bound:local:ode:19,True,True,True,True,True
bound:local:ode:20,True,True,True,True,True
bound:local:ode:21,True,True,True,True,True
bound:local:ode:22,True,True,True,True,True
bound:local:ode:23,True,True,True,True,True
bound:local:ode:24,True,True,True,True,True
bound:local:ode:25,True,True,True,True,True
bound:local:ode:26,True,True,True,True,True
bound:local:ode:27,True,True,True,True,True
bound:local:ode:28,True,True,True,True,True
bound:local:ode:29,True,True,True,True,True
bound:medium:spline:0,True,True,True,True,True
bound:medium:spline:1,True,True,True,True,True
bound:medium:spline:2,True,True,True,True,True
bound:medium:spline:3,True,True,True,True,True
bound:medium:spline:4,True,True,True,True,True
bound:medium:spline:5,True,True,True,True,True
bound:medium:spline:6,True,True,True,True,True
bound:medium:spline:7,True,True,True,True,True
bound:medium:spline:8,True,True,True,True,True
bound:medium:spline:9,True,True,True,True,True
bound:medium:spline:10,True,True,True,True,True
bound:medium:spline:11,True,True,True,True,True
bound:medium:spline:12,True,True,True,True,True
bound:medium:spline:13,True,True,True,True,True
bound:medium:spline:14,True,True,True,True,True
bound:medium:spline:15,True,True,True,True,True
bound:medium:spline:16,True,True,True,True,True
bound:medium:spline:17,True,True,True,True,True
bound:medium:spline:18,True,True,True,True,True
bound:medium:spline:19,True,True,True,True,True
bound:medium:spline:20,True,True,True,True,True
bound:medium:spline:21,True,True,True,True,True
bound:medium:spline:22,True,True,True,True,True
bound:medium:spline:23,True,True,True,True,True
bound:medium:spline:24,True,True,True,True,True
bound:medium:spline:25,True,True,True,True,True
bound:medium:spline:26,True,True,True,True,True
bound:medium:spline:27,True,True,True,True,True
bound:medium:spline:28,True,True,True,True,True
bound:medium:spline:29,True,True,True,True,True
bound:medium:basis:0,True,True,True,True,True
bound:medium:basis:1,True,True,True,True,True
bound:medium:basis:2,True,True,True,True,True
bound:medium:basis:3,True,True,True,True,True
bound:medium:basis:4,True,True,True,True,True
bound:medium:basis:5,True,True,True,True,True
bound:medium:basis:6,True,True,True,True,True
bound:medium:basis:7,True,True,True,True,True
bound:medium:basis:8,True,True,True,True,True
bound:medium:basis:9,True,True,True,True,True
bound:medium:basis:10,True,True,True,True,True
bound:medium:basis:11,True,True,True,True,True
bound:medium:basis:12,True,True,True,True,True
bound:medium:basis:13,True,True,True,True,True
bound:medium:basis:14,True,True,True,True,True
bound:medium:basis:15,True,True,True,True,True
bound:medium:basis:16,True,True,True,True,True
bound:medium:basis:17,True,True,True,True,True
bound:medium:basis:18,True,True,True,True,True
bound:medium:basis:19,True,True,True,True,True
bound:medium:basis:20,True,True,True,True,True
bound:medium:basis:21,True,True,True,True,True
bound:medium:basis:22,True,True,True,True,True
bound:medium:basis:23,True,True,True,True,True
bound:medium:basis:24,True,True,True,True,True
bound:medium:basis:25,True,True,True,True,True
bound:medium:basis:26,True,True,True,True,True
bound:medium:basis:27,True,True,True,True,True
bound:medium:basis:28,True,True,True,True,True
bound:medium:basis:29,True,True,True,True,True
bound:medium:ode:0,True,True,True,True,True
bound:medium:ode:1,True,True,True,True,True
bound:medium:ode:2,True,True,True,True,True
bound:medium:ode:3,True,True,True,True,True
bound:medium:ode:4,True,True,True,True,True
bound:medium:ode:5,True,True,True,True,True
bound:medium:ode:6,True,True,True,True,True
bound:medium:ode:7,True,True,True,True,True
bound:medium:ode:8,True,True,True,True,True
bound:medium:ode:9,True,True,True,True,True
bound:medium:ode:10,True,True,True,True,True
bound:medium:ode:11,True,True,True,True,True
bound:medium:ode:12,True,True,True,True,True
bound:medium:ode:13,True,True,True,True,True
bound:medium:ode:14,True,True,True,True,True
bound:medium:ode:15,True,True,True,True,True
bound:medium:ode:16,True,True,True,True,True
bound:medium:ode:17,True,True,True,True,True
bound:medium:ode:18,True,True,True,True,True
bound:medium:ode:19,True,True,True,True,True
bound:medium:ode:20,True,True,True,True,True
bound:medium:ode:21,True,True,True,True,True
bound:medium:ode:22,True,True,True,True,True
bound:medium:ode:23,True,True,True,True,True
bound:medium:ode:24,True,True,True,True,True
bound:medium:ode:25,True,True,True,True,True
bound:medium:ode:26,True,True,True,True,True
bound:medium:ode:27,True,True,True,True,True
bound:medium:ode:28,True,True,True,True,True
bound:medium:ode:29,True,True,True,True,True
bound:persistent_within_domain:spline:0,True,True,True,True,True
bound:persistent_within_domain:spline:1,True,True,True,True,True
bound:persistent_within_domain:spline:2,True,True,True,True,True
bound:persistent_within_domain:spline:3,True,True,True,True,True
bound:persistent_within_domain:spline:4,True,True,True,True,True
bound:persistent_within_domain:spline:5,True,True,True,True,True
bound:persistent_within_domain:spline:6,True,True,True,True,True
bound:persistent_within_domain:spline:7,True,True,True,True,True
bound:persistent_within_domain:spline:8,True,True,True,True,True
bound:persistent_within_domain:spline:9,True,True,True,True,True
bound:persistent_within_domain:spline:10,True,True,True,True,True
bound:persistent_within_domain:spline:11,True,True,True,True,True
bound:persistent_within_domain:spline:12,True,True,True,True,True
bound:persistent_within_domain:spline:13,True,True,True,True,True
bound:persistent_within_domain:spline:14,True,True,True,True,True
bound:persistent_within_domain:spline:15,True,True,True,True,True
bound:persistent_within_domain:spline:16,True,True,True,True,True
bound:persistent_within_domain:spline:17,True,True,True,True,True
bound:persistent_within_domain:spline:18,True,True,True,True,True
bound:persistent_within_domain:spline:19,True,True,True,True,True
bound:persistent_within_domain:spline:20,True,True,True,True,True
bound:persistent_within_domain:spline:21,True,True,True,True,True
bound:persistent_within_domain:spline:22,True,True,True,True,True
bound:persistent_within_domain:spline:23,True,True,True,True,True
bound:persistent_within_domain:spline:24,True,True,True,True,True
bound:persistent_within_domain:spline:25,True,True,True,True,True
bound:persistent_within_domain:spline:26,True,True,True,True,True
bound:persistent_within_domain:spline:27,True,True,True,True,True
bound:persistent_within_domain:spline:28,True,True,True,True,True
bound:persistent_within_domain:spline:29,True,True,True,True,True
bound:persistent_within_domain:basis:0,True,True,True,True,True
bound:persistent_within_domain:basis:1,True,True,True,True,True
bound:persistent_within_domain:basis:2,True,True,True,True,True
bound:persistent_within_domain:basis:3,True,True,True,True,True
bound:persistent_within_domain:basis:4,True,True,True,True,True
bound:persistent_within_domain:basis:5,True,True,True,True,True
bound:persistent_within_domain:basis:6,True,True,True,True,True
bound:persistent_within_domain:basis:7,True,True,True,True,True
bound:persistent_within_domain:basis:8,True,True,True,True,True
bound:persistent_within_domain:basis:9,True,True,True,True,True
bound:persistent_within_domain:basis:10,True,True,True,True,True
bound:persistent_within_domain:basis:11,True,True,True,True,True
bound:persistent_within_domain:basis:12,True,True,True,True,True
bound:persistent_within_domain:basis:13,True,True,True,True,True
bound:persistent_within_domain:basis:14,True,True,True,True,True
bound:persistent_within_domain:basis:15,True,True,True,True,True
bound:persistent_within_domain:basis:16,True,True,True,True,True
bound:persistent_within_domain:basis:17,True,True,True,True,True
bound:persistent_within_domain:basis:18,True,True,True,True,True
bound:persistent_within_domain:basis:19,True,True,True,True,True
bound:persistent_within_domain:basis:20,True,True,True,True,True
bound:persistent_within_domain:basis:21,True,True,True,True,True
bound:persistent_within_domain:basis:22,True,True,True,True,True
bound:persistent_within_domain:basis:23,True,True,True,True,True
bound:persistent_within_domain:basis:24,True,True,True,True,True
bound:persistent_within_domain:basis:25,True,True,True,True,True
bound:persistent_within_domain:basis:26,True,True,True,True,True
bound:persistent_within_domain:basis:27,True,True,True,True,True
bound:persistent_within_domain:basis:28,True,True,True,True,True
bound:persistent_within_domain:basis:29,True,True,True,True,True
bound:persistent_within_domain:ode:0,True,True,True,True,True
bound:persistent_within_domain:ode:1,True,True,True,True,True
bound:persistent_within_domain:ode:2,True,True,True,True,True
bound:persistent_within_domain:ode:3,True,True,True,True,True
bound:persistent_within_domain:ode:4,True,True,True,True,True
bound:persistent_within_domain:ode:5,True,True,True,True,True
bound:persistent_within_domain:ode:6,True,True,True,True,True
bound:persistent_within_domain:ode:7,True,True,True,True,True
bound:persistent_within_domain:ode:8,True,True,True,True,True
bound:persistent_within_domain:ode:9,True,True,True,True,True
bound:persistent_within_domain:ode:10,True,True,True,True,True
bound:persistent_within_domain:ode:11,True,True,True,True,True
bound:persistent_within_domain:ode:12,True,True,True,True,True
bound:persistent_within_domain:ode:13,True,True,True,True,True
bound:persistent_within_domain:ode:14,True,True,True,True,True
bound:persistent_within_domain:ode:15,True,True,True,True,True
bound:persistent_within_domain:ode:16,True,True,True,True,True
bound:persistent_within_domain:ode:17,True,True,True,True,True
bound:persistent_within_domain:ode:18,True,True,True,True,True
bound:persistent_within_domain:ode:19,True,True,True,True,True
bound:persistent_within_domain:ode:20,True,True,True,True,True
bound:persistent_within_domain:ode:21,True,True,True,True,True
bound:persistent_within_domain:ode:22,True,True,True,True,True
bound:persistent_within_domain:ode:23,True,True,True,True,True
bound:persistent_within_domain:ode:24,True,True,True,True,True
bound:persistent_within_domain:ode:25,True,True,True,True,True
bound:persistent_within_domain:ode:26,True,True,True,True,True
bound:persistent_within_domain:ode:27,True,True,True,True,True
bound:persistent_within_domain:ode:28,True,True,True,True,True
bound:persistent_within_domain:ode:29,True,True,True,True,True
asymptote:local:spline:0,True,True,True,True,True
asymptote:local:spline:1,True,True,True,True,True
asymptote:local:spline:2,True,True,True,True,True
asymptote:local:spline:3,True,True,True,True,True
asymptote:local:spline:4,True,True,True,True,True
asymptote:local:spline:5,True,True,True,True,True
asymptote:local:spline:6,True,True,True,True,True
asymptote:local:spline:7,True,True,True,True,True
asymptote:local:spline:8,True,True,True,True,True
asymptote:local:spline:9,True,True,True,True,True
asymptote:local:spline:10,True,True,True,True,True
asymptote:local:spline:11,True,True,True,True,True
asymptote:local:spline:12,True,True,True,True,True
asymptote:local:spline:13,True,True,True,True,True
asymptote:local:spline:14,True,True,True,True,True
asymptote:local:spline:15,True,True,True,True,True
asymptote:local:spline:16,True,True,True,True,True
asymptote:local:spline:17,True,True,True,True,True
asymptote:local:spline:18,True,True,True,True,True
asymptote:local:spline:19,True,True,True,True,True
asymptote:local:spline:20,True,True,True,True,True
asymptote:local:spline:21,True,True,True,True,True
asymptote:local:spline:22,True,True,True,True,True
asymptote:local:spline:23,True,True,True,True,True
asymptote:local:spline:24,True,True,True,True,True
asymptote:local:spline:25,True,True,True,True,True
asymptote:local:spline:26,True,True,True,True,True
asymptote:local:spline:27,True,True,True,True,True
asymptote:local:spline:28,True,True,True,True,True
asymptote:local:spline:29,True,True,True,True,True
asymptote:local:basis:0,True,True,True,True,True
asymptote:local:basis:1,True,True,True,True,True
asymptote:local:basis:2,True,True,True,True,True
asymptote:local:basis:3,True,True,True,True,True
asymptote:local:basis:4,True,True,True,True,True
asymptote:local:basis:5,True,True,True,True,True
asymptote:local:basis:6,True,True,True,True,True
asymptote:local:basis:7,True,True,True,True,True
asymptote:local:basis:8,True,True,True,True,True
asymptote:local:basis:9,True,True,True,True,True
asymptote:local:basis:10,True,True,True,True,True
asymptote:local:basis:11,True,True,True,True,True
asymptote:local:basis:12,True,True,True,True,True
asymptote:local:basis:13,True,True,True,True,True
asymptote:local:basis:14,True,True,True,True,True
asymptote:local:basis:15,True,True,True,True,True
asymptote:local:basis:16,True,True,True,True,True
asymptote:local:basis:17,True,True,True,True,True
asymptote:local:basis:18,True,True,True,True,True
asymptote:local:basis:19,True,True,True,True,True
asymptote:local:basis:20,True,True,True,True,True
asymptote:local:basis:21,True,True,True,True,True
asymptote:local:basis:22,True,True,True,True,True
asymptote:local:basis:23,True,True,True,True,True
asymptote:local:basis:24,True,True,True,True,True
asymptote:local:basis:25,True,True,True,True,True
asymptote:local:basis:26,True,True,True,True,True
asymptote:local:basis:27,True,True,True,True,True
asymptote:local:basis:28,True,True,True,True,True
asymptote:local:basis:29,True,True,True,True,True
asymptote:local:ode:0,True,True,True,True,True
asymptote:local:ode:1,True,True,True,True,True
asymptote:local:ode:2,True,True,True,True,True
asymptote:local:ode:3,True,True,True,True,True
asymptote:local:ode:4,True,True,True,True,True
asymptote:local:ode:5,True,True,True,True,True
asymptote:local:ode:6,True,True,True,True,True
asymptote:local:ode:7,True,True,True,True,True
asymptote:local:ode:8,True,True,True,True,True
asymptote:local:ode:9,True,True,True,True,True
asymptote:local:ode:10,True,True,True,True,True
asymptote:local:ode:11,True,True,True,True,True
asymptote:local:ode:12,True,True,True,True,True
asymptote:local:ode:13,True,True,True,True,True
asymptote:local:ode:14,True,True,True,True,True
asymptote:local:ode:15,True,True,True,True,True
asymptote:local:ode:16,True,True,True,True,True
asymptote:local:ode:17,True,True,True,True,True
asymptote:local:ode:18,True,True,True,True,True
asymptote:local:ode:19,True,True,True,True,True
asymptote:local:ode:20,True,True,True,True,True
asymptote:local:ode:21,True,True,True,True,True
asymptote:local:ode:22,True,True,True,True,True
asymptote:local:ode:23,True,True,True,True,True
asymptote:local:ode:24,True,True,True,True,True
asymptote:local:ode:25,True,True,True,True,True
asymptote:local:ode:26,True,True,True,True,True
asymptote:local:ode:27,True,True,True,True,True
asymptote:local:ode:28,True,True,True,True,True
asymptote:local:ode:29,True,True,True,True,True
asymptote:medium:spline:0,True,True,True,True,True
asymptote:medium:spline:1,True,True,True,True,True
asymptote:medium:spline:2,True,True,True,True,True
asymptote:medium:spline:3,True,True,True,True,True
asymptote:medium:spline:4,True,True,True,True,True
asymptote:medium:spline:5,True,True,True,True,True
asymptote:medium:spline:6,True,True,True,True,True
asymptote:medium:spline:7,True,True,True,True,True
asymptote:medium:spline:8,True,True,True,True,True
asymptote:medium:spline:9,True,True,True,True,True
asymptote:medium:spline:10,True,True,True,True,True
asymptote:medium:spline:11,True,True,True,True,True
asymptote:medium:spline:12,True,True,True,True,True
asymptote:medium:spline:13,True,True,True,True,True
asymptote:medium:spline:14,True,True,True,True,True
asymptote:medium:spline:15,True,True,True,True,True
asymptote:medium:spline:16,True,True,True,True,True
asymptote:medium:spline:17,True,True,True,True,True
asymptote:medium:spline:18,True,True,True,True,True
asymptote:medium:spline:19,True,True,True,True,True
asymptote:medium:spline:20,True,True,True,True,True
asymptote:medium:spline:21,True,True,True,True,True
asymptote:medium:spline:22,True,True,True,True,True
asymptote:medium:spline:23,True,True,True,True,True
asymptote:medium:spline:24,True,True,True,True,True
asymptote:medium:spline:25,True,True,True,True,True
asymptote:medium:spline:26,True,True,True,True,True
asymptote:medium:spline:27,True,True,True,True,True
asymptote:medium:spline:28,True,True,True,True,True
asymptote:medium:spline:29,True,True,True,True,True
asymptote:medium:basis:0,True,True,True,True,True
asymptote:medium:basis:1,True,True,True,True,True
asymptote:medium:basis:2,True,True,True,True,True
asymptote:medium:basis:3,True,True,True,True,True
asymptote:medium:basis:4,True,True,True,True,True
asymptote:medium:basis:5,True,True,True,True,True
asymptote:medium:basis:6,True,True,True,True,True
asymptote:medium:basis:7,True,True,True,True,True
asymptote:medium:basis:8,True,True,True,True,True
asymptote:medium:basis:9,True,True,True,True,True
asymptote:medium:basis:10,True,True,True,True,True
asymptote:medium:basis:11,True,True,True,True,True
asymptote:medium:basis:12,True,True,True,True,True
asymptote:medium:basis:13,True,True,True,True,True
asymptote:medium:basis:14,True,True,True,True,True
asymptote:medium:basis:15,True,True,True,True,True
asymptote:medium:basis:16,True,True,True,True,True
asymptote:medium:basis:17,True,True,True,True,True
asymptote:medium:basis:18,True,True,True,True,True
asymptote:medium:basis:19,True,True,True,True,True
asymptote:medium:basis:20,True,True,True,True,True
asymptote:medium:basis:21,True,True,True,True,True
asymptote:medium:basis:22,True,True,True,True,True
asymptote:medium:basis:23,True,True,True,True,True
asymptote:medium:basis:24,True,True,True,True,True
asymptote:medium:basis:25,True,True,True,True,True
asymptote:medium:basis:26,True,True,True,True,True
asymptote:medium:basis:27,True,True,True,True,True
asymptote:medium:basis:28,True,True,True,True,True
asymptote:medium:basis:29,True,True,True,True,True
asymptote:medium:ode:0,True,True,True,True,True
asymptote:medium:ode:1,True,True,True,True,True
asymptote:medium:ode:2,True,True,True,True,True
asymptote:medium:ode:3,True,True,True,True,True
asymptote:medium:ode:4,True,True,True,True,True
asymptote:medium:ode:5,True,True,True,True,True
asymptote:medium:ode:6,True,True,True,True,True
asymptote:medium:ode:7,True,True,True,True,True
asymptote:medium:ode:8,True,True,True,True,True
asymptote:medium:ode:9,True,True,True,True,True
asymptote:medium:ode:10,True,True,True,True,True
asymptote:medium:ode:11,True,True,True,True,True
asymptote:medium:ode:12,True,True,True,True,True
asymptote:medium:ode:13,True,True,True,True,True
asymptote:medium:ode:14,True,True,True,True,True
asymptote:medium:ode:15,True,True,True,True,True
asymptote:medium:ode:16,True,True,True,True,True
asymptote:medium:ode:17,True,True,True,True,True
asymptote:medium:ode:18,True,True,True,True,True
asymptote:medium:ode:19,True,True,True,True,True
asymptote:medium:ode:20,True,True,True,True,True
asymptote:medium:ode:21,True,True,True,True,True
asymptote:medium:ode:22,True,True,True,True,True
asymptote:medium:ode:23,True,True,True,True,True
asymptote:medium:ode:24,True,True,True,True,True
asymptote:medium:ode:25,True,True,True,True,True
asymptote:medium:ode:26,True,True,True,True,True
asymptote:medium:ode:27,True,True,True,True,True
asymptote:medium:ode:28,True,True,True,True,True
asymptote:medium:ode:29,True,True,True,True,True
asymptote:persistent_within_domain:spline:0,True,True,True,True,True
asymptote:persistent_within_domain:spline:1,True,True,True,True,True
asymptote:persistent_within_domain:spline:2,True,True,True,True,True
asymptote:persistent_within_domain:spline:3,True,True,True,True,True
asymptote:persistent_within_domain:spline:4,True,True,True,True,True
asymptote:persistent_within_domain:spline:5,True,True,True,True,True
asymptote:persistent_within_domain:spline:6,True,True,True,True,True
asymptote:persistent_within_domain:spline:7,True,True,True,True,True
asymptote:persistent_within_domain:spline:8,True,True,True,True,True
asymptote:persistent_within_domain:spline:9,True,True,True,True,True
asymptote:persistent_within_domain:spline:10,True,True,True,True,True
asymptote:persistent_within_domain:spline:11,True,True,True,True,True
asymptote:persistent_within_domain:spline:12,True,True,True,True,True
asymptote:persistent_within_domain:spline:13,True,True,True,True,True
asymptote:persistent_within_domain:spline:14,True,True,True,True,True
asymptote:persistent_within_domain:spline:15,True,True,True,True,True
